age,numed
27,6
43,10
17,6
48,14
34,13
66,5
29,13
43,10
37,11
56,10
58,6
54,13
45,10
29,9
26,12
43,9
33,9
45,10
25,10
25,9
69,15
37,12
20,9
39,14
17,6
27,9
26,9
55,3
39,7
41,9
34,2
51,11
67,16
40,10
58,12
23,9
45,14
51,13
43,10
25,13
36,13
58,9
33,9
60,11
24,9
45,9
49,9
19,8
34,10
42,13
25,9
73,9
59,3
28,9
19,7
31,13
58,13
21,9
47,9
30,13
41,4
59,6
43,10
48,9
44,13
44,10
24,13
28,9
50,9
33,10
23,13
30,9
46,6
21,10
52,5
26,13
27,13
28,7
50,13
28,9
61,7
32,4
30,10
51,13
40,10
36,9
28,10
49,12
61,4
41,13
55,9
36,13
21,10
57,10
49,15
59,7
41,10
59,10
20,9
42,10
41,14
45,13
36,9
42,12
25,13
45,9
58,9
39,9
34,9
22,10
44,9
53,10
22,12
27,5
60,9
46,13
56,15
36,13
56,9
35,10
29,13
19,6
38,9
40,10
52,12
22,10
32,9
27,13
25,13
36,14
22,8
32,9
37,13
22,9
29,9
42,1
45,11
33,13
39,10
27,8
53,13
30,13
52,10
43,13
47,14
61,9
39,14
47,10
19,9
37,10
31,9
69,11
22,10
29,9
24,10
42,9
30,13
28,14
27,11
53,9
35,9
22,8
25,9
38,13
27,13
30,5
27,13
25,13
36,9
32,9
70,6
50,9
40,10
34,7
57,9
39,14
49,10
43,10
26,9
31,10
60,10
46,14
26,10
27,15
31,10
59,9
19,10
18,10
22,10
24,12
53,6
43,9
24,10
60,6
24,9
52,9
32,11
34,6
35,12
38,5
34,9
53,15
23,9
40,10
40,9
50,9
17,6
53,13
32,13
43,9
18,7
62,6
45,14
46,16
73,4
64,16
26,13
23,9
30,9
51,10
35,13
39,10
35,14
41,9
31,10
40,13
46,15
31,9
41,10
42,13
23,9
21,10
49,10
53,11
38,13
36,12
32,10
20,7
17,7
22,10
25,11
58,9
24,10
48,9
20,2
60,10
20,9
52,10
36,9
46,13
22,7
19,10
37,9
30,11
44,12
63,9
22,9
31,13
17,7
21,9
67,14
46,4
29,9
20,10
27,10
35,10
19,10
36,8
43,13
62,13
28,15
18,7
59,15
37,13
27,10
46,14
29,7
33,13
62,9
46,16
28,6
22,10
46,14
54,10
34,9
67,16
62,13
30,10
19,9
49,4
27,11
36,10
52,13
47,8
57,9
64,10
56,9
53,7
53,13
31,10
41,13
45,9
63,13
45,9
23,10
39,14
31,11
35,13
54,14
22,10
40,13
55,13
31,9
58,7
31,16
46,9
38,11
22,10
17,6
48,9
73,13
25,13
53,10
46,10
45,13
37,13
30,9
29,9
29,10
75,13
58,14
42,4
62,5
45,13
38,13
36,13
70,9
42,4
47,14
42,10
43,10
37,11
36,10
27,13
54,3
48,9
29,9
29,9
37,10
55,10
67,9
51,9
35,14
41,4
64,9
23,3
49,13
38,13
62,9
62,4
70,9
45,14
20,12
38,9
50,13
40,10
30,9
52,10
28,13
62,9
31,9
40,9
34,9
53,10
42,8
26,10
51,9
49,14
43,9
42,10
31,7
26,9
50,13
35,9
37,10
53,9
20,10
31,15
28,9
46,9
21,10
41,14
30,13
66,13
37,10
74,4
46,10
51,14
33,13
30,3
47,13
49,13
53,9
24,11
54,9
32,10
45,10
46,9
37,10
48,14
25,13
28,9
44,8
58,10
27,10
69,9
38,13
47,8
30,10
46,9
27,15
19,10
18,9
24,7
32,13
38,9
19,1
28,10
39,14
38,10
42,9
31,10
46,5
53,10
21,12
48,9
46,9
30,9
24,9
32,6
30,9
57,16
56,4
27,9
38,13
19,9
61,10
49,11
28,9
50,14
43,13
34,9
28,7
31,10
55,9
26,13
51,16
35,9
42,12
63,16
31,14
22,9
67,9
50,5
63,9
31,9
17,7
41,9
53,4
44,10
24,13
35,11
61,10
31,12
44,13
56,9
66,12
45,10
69,13
64,9
38,9
43,10
37,9
19,9
59,9
50,10
33,13
56,10
28,11
27,9
42,14
34,9
19,7
68,9
28,14
81,10
22,9
58,12
31,10
17,7
25,10
23,10
25,8
47,9
39,13
44,9
46,11
38,10
23,9
34,13
33,9
38,9
52,11
50,9
38,13
35,13
67,16
60,9
44,9
38,9
29,9
65,14
33,12
29,9
18,7
43,15
42,11
42,9
32,9
36,12
41,13
30,10
21,9
33,10
19,10
19,9
35,9
43,9
45,9
25,13
39,13
26,9
60,14
52,16
22,8
23,10
46,9
34,13
39,13
38,9
56,14
55,9
40,10
23,10
39,13
24,13
51,9
47,13
25,9
34,15
18,7
19,10
32,10
49,9
40,4
43,9
71,14
59,9
32,13
25,13
32,9
17,7
57,15
17,8
27,13
41,9
62,16
19,7
41,3
39,13
30,9
37,13
18,7
40,13
38,10
24,9
33,9
48,13
51,13
48,9
43,4
34,15
41,11
51,15
25,9
20,9
61,9
35,10
42,14
26,9
46,9
39,13
18,6
29,10
39,10
47,9
40,10
43,9
32,9
31,6
19,10
44,12
46,13
53,14
43,13
41,13
35,9
48,13
28,14
44,13
20,10
51,15
28,9
36,13
28,9
21,10
34,13
36,10
25,12
31,9
44,9
49,7
40,9
64,16
54,14
27,10
18,10
68,5
64,16
36,9
21,9
22,10
61,13
24,10
49,13
25,10
66,9
29,10
22,9
57,10
41,13
29,9
20,10
47,15
22,9
59,11
42,14
64,10
29,9
25,10
62,10
44,14
21,9
60,10
46,6
44,13
21,9
18,7
39,13
33,14
63,2
52,9
17,5
45,15
31,9
35,10
31,9
51,10
48,9
28,9
42,9
38,10
43,13
30,9
24,8
46,13
50,6
22,9
18,9
53,13
40,13
36,16
32,13
39,9
46,9
26,13
19,10
24,9
28,14
25,14
44,10
38,9
42,14
28,9
36,13
47,13
46,9
21,10
19,9
35,13
26,9
21,10
67,4
54,9
26,14
51,13
27,10
27,9
39,10
32,13
52,9
21,10
27,9
46,4
42,11
79,13
50,13
19,9
43,10
51,14
45,10
65,9
66,13
36,11
26,12
28,10
39,15
43,10
20,9
29,10
32,13
44,13
18,10
60,10
34,9
60,9
38,7
29,11
41,10
49,13
37,3
37,16
43,10
41,14
37,9
19,5
29,10
40,9
53,4
27,13
44,9
29,12
25,3
38,9
48,13
18,10
50,9
37,9
48,13
50,10
74,9
24,10
34,10
19,10
39,9
40,10
30,9
27,9
23,5
68,4
46,10
24,13
18,8
50,16
42,7
42,5
37,11
57,10
27,13
31,6
34,14
55,9
56,7
36,13
35,10
63,14
28,14
38,13
30,9
18,10
35,11
53,9
46,15
45,10
35,6
41,9
60,9
18,10
19,9
24,9
56,13
28,9
29,9
35,10
27,10
55,16
18,9
53,9
26,14
55,10
45,10
28,9
32,13
27,9
35,9
36,9
41,13
23,13
22,8
36,15
65,13
59,9
25,9
33,10
31,10
50,13
49,10
43,13
23,10
34,14
23,10
63,6
33,9
51,13
31,9
32,10
48,10
31,10
47,11
54,10
23,10
34,9
46,7
34,12
31,9
41,9
41,9
27,11
30,7
23,10
24,12
59,12
56,9
35,9
59,9
47,11
51,9
42,13
29,10
23,9
43,9
46,10
30,10
23,10
29,14
33,9
33,9
46,10
35,10
36,13
25,9
35,13
30,4
39,10
37,10
22,9
25,9
50,9
64,15
33,11
59,3
24,9
41,13
38,5
60,13
19,9
23,10
57,14
36,14
17,6
24,13
32,9
27,13
43,11
21,10
54,11
22,9
29,9
22,8
37,13
38,16
34,10
45,10
28,2
68,16
36,9
20,5
24,10
38,10
32,13
34,10
47,9
28,13
32,15
58,9
64,15
38,10
43,9
28,8
21,10
23,13
25,5
41,9
24,9
41,10
27,13
54,4
28,9
29,4
36,9
41,13
60,10
34,14
32,9
27,10
60,6
39,11
59,8
34,16
36,11
54,10
48,11
19,4
40,15
25,9
39,12
34,10
30,9
43,9
35,13
36,16
59,9
33,9
22,10
48,9
54,9
49,10
37,13
45,9
51,10
46,10
31,13
29,6
39,10
35,9
26,13
51,10
31,14
39,9
26,7
25,13
61,10
49,9
53,13
52,1
52,9
74,13
50,9
29,13
76,4
19,9
25,9
45,9
34,12
20,10
66,14
63,13
27,10
41,10
43,9
23,9
37,10
31,13
33,10
28,12
70,9
35,10
41,12
17,7
41,13
44,11
47,4
24,9
38,11
34,10
62,9
27,9
59,10
35,14
38,9
28,10
28,9
59,5
42,10
54,14
39,9
41,13
43,13
32,13
62,10
58,9
43,9
67,10
31,9
51,14
54,13
20,10
35,10
22,9
38,13
42,9
44,14
28,9
74,10
34,9
50,9
50,11
43,9
29,9
30,9
61,9
21,10
27,13
47,16
39,12
33,9
22,9
38,10
45,10
42,9
35,10
21,9
49,11
50,13
36,16
20,9
49,9
40,13
22,10
60,9
67,7
21,10
60,9
17,7
43,14
49,13
41,13
38,10
38,9
35,12
40,10
23,10
19,10
40,9
46,9
25,10
36,9
24,12
62,9
54,1
23,13
60,9
18,9
41,10
45,14
62,11
28,13
36,10
31,9
44,9
33,9
62,15
27,4
42,11
55,5
41,9
26,10
45,10
67,9
25,11
30,9
22,13
19,10
26,13
61,9
32,15
43,9
53,9
53,10
42,8
36,9
55,13
35,13
17,7
55,15
36,9
40,14
54,6
45,13
48,10
40,15
31,13
26,13
34,10
19,9
31,12
34,9
55,14
38,10
21,9
27,4
35,9
20,10
24,11
27,14
18,7
28,10
36,9
66,10
19,10
59,6
33,9
28,4
34,13
41,10
30,7
59,9
42,13
47,9
29,6
60,10
53,9
41,4
32,10
73,9
20,9
49,14
36,13
33,10
25,10
34,9
19,10
40,12
48,9
51,10
22,12
34,10
22,6
34,9
56,9
49,9
36,13
18,10
26,9
48,9
35,9
29,9
47,9
21,11
28,10
53,10
65,9
26,10
50,13
26,9
70,9
55,10
27,13
31,10
43,13
24,7
22,4
26,9
23,6
41,9
52,14
41,9
59,6
56,10
58,9
65,13
24,13
51,12
31,10
84,9
51,10
24,13
30,9
22,6
30,14
47,10
19,9
43,10
30,13
46,14
49,13
37,3
42,14
57,10
46,12
23,10
26,13
64,14
20,9
31,9
38,13
44,10
42,11
23,13
31,14
35,7
30,10
35,9
40,9
18,7
23,6
63,9
20,9
50,14
49,14
53,6
34,9
54,9
40,10
22,13
28,6
24,9
37,2
62,9
19,10
51,11
65,10
31,9
42,10
42,9
54,12
23,13
28,9
42,7
30,9
33,9
33,9
39,9
27,7
20,7
62,3
17,6
58,10
69,14
34,13
34,13
20,9
64,10
27,10
41,9
40,4
53,14
44,16
37,3
46,13
17,5
35,9
36,12
49,9
48,15
26,13
26,12
35,9
29,5
54,10
36,10
25,13
18,6
21,10
22,9
52,9
36,10
25,13
49,16
42,10
37,11
39,12
32,13
53,9
30,7
51,10
62,11
38,3
23,13
39,9
37,10
27,12
41,10
47,13
25,10
35,12
47,9
30,9
29,11
36,11
42,13
51,9
34,9
44,9
27,13
39,9
46,9
32,9
31,13
23,7
47,14
66,13
26,9
52,9
53,7
48,13
37,12
17,7
50,11
28,9
17,7
39,10
28,13
38,12
53,9
28,13
42,10
40,5
20,10
32,13
23,13
25,13
41,9
42,13
18,8
29,13
36,9
34,6
34,9
48,15
36,15
67,9
53,9
53,13
45,16
22,6
25,13
61,10
31,10
47,9
31,2
17,5
38,10
23,9
42,10
78,3
54,11
26,13
30,9
46,13
26,13
30,9
66,16
23,9
25,10
32,13
25,9
51,7
24,13
22,10
28,9
29,7
26,13
41,13
19,10
39,9
51,15
29,9
27,3
33,13
19,9
67,9
41,13
29,14
28,9
25,10
21,9
24,10
48,7
46,15
35,10
35,13
50,6
22,9
45,10
62,13
39,14
33,9
22,10
50,9
25,7
44,10
26,9
31,14
56,9
49,4
49,8
46,9
33,10
25,13
40,12
72,4
32,14
44,13
48,9
17,6
50,11
61,10
22,9
17,7
49,15
26,9
19,10
17,8
38,9
34,11
51,9
48,9
63,14
19,9
73,10
51,9
38,14
54,10
41,9
65,13
36,13
42,4
38,10
20,10
37,13
35,9
51,10
23,11
27,13
19,10
37,11
29,9
33,2
60,9
22,13
22,10
60,11
35,7
45,11
30,9
43,10
32,14
35,9
32,11
61,11
40,14
20,6
42,13
21,10
21,10
26,13
36,9
24,13
47,13
51,12
65,9
61,13
67,10
49,9
63,9
58,11
61,4
36,9
19,10
29,10
43,13
60,9
21,10
22,9
33,13
36,13
37,13
35,12
17,6
37,9
22,9
28,10
42,10
57,9
26,10
45,7
32,13
63,10
22,10
36,10
45,9
34,15
27,13
20,10
47,9
46,4
28,10
45,9
26,13
32,6
30,8
59,6
58,16
45,10
76,10
38,9
32,14
38,9
30,12
53,11
41,13
27,13
44,12
35,14
36,2
51,10
42,9
40,13
45,9
55,5
36,4
57,9
27,9
62,14
29,13
38,13
29,9
18,10
19,8
32,14
34,13
25,12
34,14
37,10
37,9
18,9
24,11
17,8
35,13
31,11
29,12
49,9
71,13
35,9
55,9
37,3
33,10
49,13
32,9
63,7
39,14
42,9
30,14
30,11
48,9
57,13
56,6
28,10
43,13
46,9
60,13
50,14
37,15
41,9
38,10
23,10
59,10
72,14
47,10
29,11
35,13
24,10
22,9
24,9
42,13
55,13
40,14
61,9
58,13
39,9
45,10
25,9
69,16
36,13
34,11
45,13
27,8
28,10
27,10
41,9
18,9
44,13
47,11
36,9
66,1
33,9
39,9
30,9
34,9
62,14
21,10
50,14
30,13
43,9
19,10
26,11
50,4
45,14
46,14
17,6
56,4
25,10
47,14
23,9
51,9
19,10
33,9
32,9
52,9
36,10
34,9
26,9
26,8
35,10
58,13
32,7
23,10
28,10
20,6
17,6
56,9
26,9
43,13
45,10
34,10
54,2
51,9
58,10
49,12
21,11
44,10
26,13
39,13
19,9
37,10
49,9
45,9
60,9
28,13
23,10
44,13
19,10
37,9
41,9
56,13
44,12
30,13
23,13
44,9
38,9
32,10
57,14
35,15
48,13
32,10
76,14
57,9
58,10
51,14
50,6
38,9
53,9
59,4
23,9
44,11
23,13
23,12
44,13
30,9
28,9
46,10
34,1
38,13
26,10
39,9
28,10
33,14
43,14
30,13
59,14
26,9
28,10
48,10
49,13
41,9
20,10
49,9
37,13
18,8
61,9
26,9
66,13
68,14
27,9
66,10
28,6
26,13
25,9
46,10
62,13
35,9
26,9
40,9
31,10
52,9
61,9
39,7
25,9
47,13
33,13
17,7
26,9
25,9
39,9
33,14
46,10
27,10
48,9
29,7
40,13
24,13
55,13
56,9
25,12
36,10
26,9
37,9
36,9
23,7
25,13
36,9
37,10
39,12
35,11
33,7
31,10
49,10
34,13
40,9
27,10
50,16
38,8
55,13
49,4
40,13
42,11
51,13
27,13
30,9
70,16
40,6
43,13
24,9
22,4
38,13
52,9
32,11
33,11
21,9
27,10
31,9
29,14
49,3
61,13
46,13
37,7
56,13
37,10
26,9
31,10
36,9
52,6
40,10
21,9
63,6
30,9
30,13
50,13
41,14
39,13
23,9
52,9
17,7
46,11
26,10
30,10
23,10
21,10
39,9
37,11
40,14
38,10
47,13
20,10
35,9
62,13
32,7
42,13
32,6
27,10
53,13
28,3
26,9
47,15
23,10
70,10
41,13
43,14
65,9
40,9
64,9
40,10
43,13
50,9
19,10
32,13
32,7
42,7
41,9
30,10
20,10
45,9
42,16
24,12
43,13
28,9
35,9
36,9
38,9
32,13
50,9
34,9
35,9
30,14
61,3
27,13
61,9
18,3
31,9
31,13
20,9
35,8
51,9
43,10
18,7
55,15
59,9
21,9
22,6
60,10
49,9
21,9
61,9
64,3
63,9
27,13
23,13
41,9
18,8
40,9
55,13
17,6
34,10
24,13
30,15
29,14
52,13
57,10
38,13
43,14
61,10
38,13
51,9
40,13
41,10
19,10
28,4
59,10
32,13
31,9
30,12
54,10
33,11
20,10
27,10
32,9
35,9
27,7
40,13
34,11
34,12
38,10
28,9
65,10
61,10
18,7
35,13
45,13
68,9
25,10
48,15
19,10
43,13
54,13
47,13
25,11
30,12
67,10
35,9
26,10
61,9
54,9
50,8
32,5
34,9
36,9
50,10
28,7
22,9
58,7
27,3
62,13
36,13
21,10
41,14
28,10
33,13
54,13
19,10
76,4
25,13
34,13
40,13
22,7
17,7
55,10
51,10
26,3
44,13
65,6
54,9
34,12
42,9
26,9
39,3
46,7
34,13
59,9
20,9
34,10
62,9
51,9
34,10
47,13
21,10
30,11
38,9
45,13
23,10
34,10
22,8
31,9
50,9
19,2
28,13
23,9
35,9
28,9
27,10
46,13
27,9
25,6
34,10
33,9
36,10
30,4
23,10
36,3
29,13
50,10
19,8
20,10
52,9
20,9
22,11
34,10
60,10
19,7
59,9
36,9
25,9
49,4
25,9
50,7
44,12
28,9
33,10
40,13
56,10
56,10
23,13
38,9
21,10
67,4
54,11
50,9
59,4
51,7
30,9
42,9
64,9
61,13
26,13
47,11
78,10
24,9
27,7
51,14
46,9
55,9
20,10
30,9
36,10
19,9
30,13
31,12
26,9
59,12
53,9
24,10
24,10
36,9
39,14
53,9
75,9
36,9
46,10
56,9
29,9
60,5
58,9
67,9
35,10
39,10
37,10
54,10
63,15
47,7
23,13
55,9
49,7
39,11
23,9
19,10
44,14
25,11
35,11
23,9
48,11
48,10
44,9
55,13
33,9
18,8
24,13
32,12
24,13
44,13
27,13
39,12
26,6
34,14
38,14
41,14
73,13
32,9
56,14
59,13
44,10
35,13
52,9
30,10
23,13
43,9
61,9
38,9
68,6
41,14
42,10
48,5
19,9
31,7
40,12
32,13
51,9
44,13
23,13
30,7
44,13
24,9
34,9
17,7
61,14
30,13
45,13
22,11
49,10
39,12
39,9
34,10
52,10
24,11
38,13
19,7
24,9
25,12
71,4
27,9
28,11
54,11
18,7
49,9
36,9
57,9
56,14
17,6
30,9
41,6
26,9
61,6
50,10
24,9
44,7
38,14
61,4
25,13
34,9
38,10
42,9
17,6
48,4
38,14
52,9
55,11
41,9
45,3
49,4
19,10
39,13
43,10
42,10
17,7
30,12
61,14
48,14
60,9
57,9
27,3
24,9
41,8
42,9
34,13
22,5
47,9
50,9
30,9
38,13
31,9
44,10
34,10
52,9
34,9
31,10
68,10
22,9
42,13
37,9
36,9
38,10
72,9
40,3
19,10
55,11
30,12
52,13
29,13
41,10
29,13
24,13
46,15
44,9
17,6
35,11
38,9
36,5
24,7
38,13
19,7
30,9
36,11
27,10
27,12
66,4
65,10
37,14
17,7
19,10
57,3
54,14
21,10
43,9
50,9
38,7
31,9
41,15
20,10
28,13
62,5
41,8
37,9
53,10
28,13
23,14
46,9
28,9
50,6
19,10
84,4
48,15
61,9
44,10
32,9
25,10
47,10
19,10
37,10
28,9
34,12
32,10
24,10
22,10
30,10
56,14
30,13
28,10
40,10
28,10
39,8
33,9
23,10
32,10
37,9
71,3
30,10
20,10
53,9
42,9
44,13
26,14
21,10
37,9
36,13
25,9
54,16
38,13
29,9
20,10
32,9
24,12
59,9
56,13
40,9
35,13
38,13
24,10
30,10
61,9
36,2
20,10
36,9
45,13
22,13
31,9
34,9
24,7
42,5
23,13
46,15
60,15
40,10
55,9
47,14
28,9
55,15
47,14
54,14
32,7
38,12
61,10
62,14
29,10
26,9
19,10
40,6
36,9
42,9
55,14
55,9
43,13
39,9
38,10
28,9
36,10
49,10
41,10
60,4
35,13
36,13
51,9
23,9
51,9
17,7
33,10
50,9
38,8
18,9
26,9
21,10
26,9
30,9
39,10
33,9
42,10
28,15
20,9
66,13
31,10
36,10
39,12
52,9
61,4
27,9
45,9
21,5
25,9
24,10
38,12
51,10
29,13
45,9
59,6
41,9
23,13
43,10
17,7
32,13
42,11
68,14
55,9
43,9
61,9
28,9
47,9
21,4
39,10
39,7
34,10
57,5
27,13
21,10
25,3
51,10
35,13
19,10
27,13
34,10
33,9
36,9
33,13
60,13
42,10
47,9
42,9
34,10
21,9
30,14
53,14
34,9
37,13
27,9
31,13
30,10
33,9
41,10
23,10
65,10
30,9
51,11
30,10
49,14
37,9
42,9
62,11
67,9
31,10
50,13
33,13
27,10
31,11
35,10
55,10
54,13
56,13
21,11
66,4
46,9
23,13
43,14
40,9
52,3
59,13
36,11
33,9
20,9
21,9
59,6
42,14
62,9
54,9
35,4
36,12
21,9
30,9
46,10
32,3
21,10
39,9
54,9
32,10
23,9
42,2
62,6
28,10
28,9
35,12
19,10
27,9
54,2
19,9
27,10
30,9
35,12
66,5
19,10
30,9
32,13
31,10
26,11
44,10
52,13
30,10
32,9
19,9
33,9
20,10
61,4
33,10
24,10
31,13
20,9
32,11
29,12
61,6
48,9
29,12
61,8
34,10
22,12
32,9
38,9
27,10
26,9
35,9
62,9
28,9
50,9
34,13
37,9
63,2
35,5
55,13
40,9
25,9
51,10
37,13
54,13
47,10
26,13
46,11
24,8
19,4
35,9
36,13
18,8
46,14
30,9
29,9
65,9
41,14
34,13
58,4
39,9
21,10
31,9
33,16
28,13
32,9
32,13
31,9
41,15
48,13
27,9
45,9
34,9
17,6
25,9
34,13
33,9
21,10
22,9
61,10
40,9
58,10
30,10
24,9
52,8
50,9
49,10
22,9
32,13
21,10
25,10
34,9
48,6
61,9
21,10
20,4
30,10
44,9
44,9
29,9
31,15
35,9
27,9
26,13
37,5
33,13
44,4
34,13
28,12
30,10
41,13
23,13
19,9
48,2
26,10
32,13
26,9
36,14
49,9
33,9
54,14
36,9
41,9
27,13
68,13
21,10
56,9
40,11
46,9
55,5
43,5
46,9
51,10
19,10
67,16
31,9
27,13
21,10
36,9
23,9
62,14
31,13
52,13
39,9
24,13
55,9
38,9
36,9
17,7
27,9
30,10
43,9
51,7
47,13
49,16
34,9
19,9
79,16
28,10
41,10
21,10
31,13
45,9
23,9
32,10
67,7
32,14
35,9
29,10
38,9
38,10
18,9
47,9
22,9
21,10
27,13
28,10
32,15
40,15
23,13
25,10
44,10
43,9
31,13
33,10
41,9
29,14
32,12
78,4
64,9
58,13
55,8
20,9
35,10
27,9
37,9
42,11
47,8
29,9
33,2
44,10
70,3
25,9
24,13
42,13
53,13
39,13
72,9
43,5
25,10
37,12
27,9
39,16
64,9
29,9
50,13
33,3
18,9
20,7
32,10
45,10
48,9
20,10
23,9
34,13
43,13
44,13
47,10
47,9
46,2
19,9
51,9
41,9
37,7
31,9
25,9
46,10
53,9
47,16
28,9
60,10
43,9
45,9
28,6
19,7
51,15
19,9
64,16
44,16
21,9
33,9
63,13
44,9
44,14
28,9
24,13
20,10
21,10
20,9
21,9
34,10
17,7
35,7
26,9
35,9
25,9
27,10
52,11
43,13
36,14
37,9
58,9
25,12
54,14
42,10
65,13
44,9
61,3
29,9
34,10
24,10
40,12
42,15
50,9
18,9
49,9
38,9
41,9
70,10
51,10
24,13
57,9
22,10
31,10
28,10
45,9
39,9
26,10
38,9
38,14
19,9
36,9
30,9
28,14
53,5
32,13
57,15
47,14
36,10
21,7
25,13
37,9
31,9
43,9
61,9
56,10
35,13
59,4
44,10
47,14
44,13
64,10
26,9
53,13
50,13
30,9
46,9
45,9
44,9
59,10
65,16
23,9
33,10
34,9
38,11
62,13
21,10
41,9
35,9
62,10
53,9
69,10
19,10
47,13
52,10
54,9
58,9
30,9
39,9
73,13
64,13
32,9
51,9
57,13
25,9
53,9
39,10
49,9
23,13
28,13
46,14
40,10
24,9
20,9
50,6
24,13
35,9
33,13
54,13
35,9
31,9
47,10
48,9
33,11
35,13
20,10
36,1
30,13
39,10
25,10
40,9
25,9
33,9
53,10
18,7
41,9
25,13
66,4
53,10
27,9
28,9
23,9
29,6
26,10
26,9
26,5
38,9
36,3
34,10
32,9
57,9
31,10
38,13
39,9
35,9
18,7
75,10
28,9
41,14
39,5
31,10
38,9
43,10
27,9
42,14
46,13
20,9
42,10
69,9
47,11
49,9
20,10
52,3
33,3
18,7
55,9
61,4
61,10
39,13
30,10
61,9
36,12
34,10
53,14
38,11
46,13
27,9
32,7
60,13
23,13
29,13
22,9
25,9
29,13
90,9
37,9
32,9
18,9
35,10
50,5
54,9
43,13
28,9
51,5
31,10
69,9
57,13
71,10
28,6
28,6
25,9
49,12
52,5
23,13
32,3
31,10
30,9
24,9
45,12
30,9
52,13
42,9
49,9
20,9
25,13
41,5
55,9
31,11
25,13
32,9
29,10
37,9
52,4
19,10
21,10
43,12
39,10
40,10
54,2
35,13
34,11
35,10
57,16
26,13
55,13
51,13
35,12
31,9
17,7
38,9
39,15
29,9
39,11
42,10
46,14
73,4
47,10
28,9
27,6
38,15
19,9
60,11
24,10
52,7
36,13
26,14
28,13
38,13
47,14
50,13
27,9
47,10
36,6
49,9
68,10
63,9
36,9
42,10
28,14
68,9
38,9
43,13
49,10
59,9
25,13
26,12
59,10
34,10
34,14
67,9
45,11
64,4
51,14
31,13
42,13
65,3
23,10
31,10
33,6
17,7
63,14
48,9
45,12
17,6
26,9
38,10
29,9
44,10
43,14
39,13
43,9
23,9
19,9
49,5
52,10
32,9
38,13
25,3
44,10
63,4
42,9
21,10
32,10
24,9
50,9
26,13
35,9
31,13
24,2
40,9
31,13
43,9
44,9
40,13
75,3
52,10
51,3
39,13
40,12
40,10
33,9
38,10
29,11
37,10
37,9
19,9
46,9
46,12
37,10
34,10
38,10
26,9
34,13
57,13
33,7
26,10
20,9
38,13
61,10
36,16
61,9
17,10
40,10
18,7
21,12
41,9
46,7
55,9
27,12
39,9
36,9
51,10
27,13
30,13
42,9
23,13
56,11
41,10
49,9
46,11
54,9
38,10
45,15
50,15
22,10
31,9
27,9
34,9
46,7
47,13
36,11
22,9
51,9
43,10
54,10
24,5
29,15
40,10
18,7
31,13
57,16
32,14
48,14
24,10
24,12
24,11
49,13
27,9
37,10
33,10
19,10
45,13
54,14
47,9
22,10
20,9
36,5
49,9
58,4
20,10
34,13
36,14
28,13
38,11
32,7
35,9
51,12
33,10
71,14
48,14
53,9
40,11
64,9
42,9
25,9
66,10
59,14
42,10
24,9
19,9
26,10
22,9
33,10
63,7
20,10
33,3
57,4
56,9
70,11
42,9
25,13
28,10
80,9
36,6
37,14
38,9
52,9
49,9
30,9
36,10
70,15
55,10
25,13
59,9
22,10
41,12
62,9
54,9
38,9
52,9
36,7
74,9
35,3
41,8
30,11
25,9
35,10
38,13
34,14
48,14
50,3
19,9
51,10
39,13
20,7
17,7
42,10
25,10
36,9
65,16
32,13
33,13
32,10
25,9
41,10
44,9
72,6
36,9
67,9
28,9
24,7
17,4
32,13
67,7
21,10
51,14
32,2
39,10
18,10
50,13
24,6
21,10
24,13
34,11
68,6
49,6
50,9
33,12
18,10
45,11
20,9
46,13
64,9
39,16
35,9
21,10
29,12
38,13
45,9
30,14
41,10
37,9
45,13
20,9
45,9
20,9
63,10
35,10
24,13
19,10
23,9
34,13
23,7
36,3
46,9
38,13
55,8
27,10
48,10
35,9
53,10
47,9
50,10
32,10
40,9
41,10
47,13
21,10
45,14
33,4
68,10
44,15
49,6
45,16
41,10
29,4
46,10
19,9
56,6
55,9
29,9
21,9
38,9
52,3
22,9
20,9
31,9
39,9
55,10
35,12
67,9
45,13
61,14
18,9
51,13
37,9
21,10
32,10
48,9
62,4
21,10
28,9
19,6
20,10
41,13
29,13
47,13
43,13
20,10
29,13
51,13
40,11
26,3
30,13
36,9
68,9
42,10
41,9
43,13
20,10
43,13
53,9
45,10
39,9
31,14
23,10
69,9
38,14
37,9
18,9
41,9
30,13
23,12
26,13
37,9
25,10
33,10
37,13
31,13
27,10
35,14
28,10
59,9
42,13
50,9
27,12
32,10
27,9
43,13
46,7
41,10
59,14
20,10
57,13
46,9
45,4
29,9
23,7
46,9
55,9
58,10
38,11
29,10
57,9
26,13
42,13
61,9
31,10
43,9
47,13
51,9
23,9
24,9
25,10
22,10
38,11
48,9
33,9
46,14
18,4
52,9
46,13
28,9
37,10
23,10
45,14
17,6
56,14
38,12
81,4
22,10
43,10
31,12
42,13
66,10
50,9
31,10
35,10
21,10
36,13
33,4
36,13
37,9
50,9
55,10
29,9
24,10
39,10
34,13
29,4
60,10
33,14
58,5
27,10
46,10
63,9
38,10
23,10
29,13
31,15
49,9
45,16
42,5
48,9
33,9
24,10
49,10
40,10
57,11
50,9
46,13
35,10
19,10
18,6
20,9
42,9
46,9
40,9
54,14
28,9
38,10
28,10
22,7
31,13
27,9
45,13
38,13
67,12
75,14
41,14
37,13
47,9
34,13
25,9
52,9
27,9
