39, shops, 77516, Bachelors, 13, live, Adm-clerical, bus, book, action, 2174, 0, 40, United-States, <=50
73, shops, 96262, HS-grad, 9, Widowed, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
67, malls, 247566, HS-grad, 9, DVD, Protective-serv, car, book, action, 0, 0, 24, United-States, <=50
56, malls, 139616, Bachelors, 13, social_networks, Exec-managerial, bus, book, action, 0, 0, 45, United-States, >50
32, malls, 73585, Assoc-voc, 11, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
42, malls, 37869, Some-college, 10, social_networks, Machine-op-inspct, bus, book, action, 0, 1590, 40, United-States, <=50
33, malls, 165814, HS-grad, 9, DVD, Other-service, car, magazine, action, 0, 0, 40, United-States, <=50
37, malls, 108913, HS-grad, 9, live, Other-service, bus, book, action, 0, 0, 40, United-States, <=50
33, malls, 34975, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 45, United-States, <=50
31, malls, 157078, 10th, 6, live, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
59, malls, 232672, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
21, malls, 294295, HS-grad, 9, live, Adm-clerical, walking, book, action, 0, 0, 40, United-States, <=50
58, Self-emp-inc, 130454, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
24, ecommerce, 461678, 10th, 6, live, Other-service, bus, book, action, 0, 0, 40, United-States, <=50
26, shops, 252284, Some-college, 10, DVD, Protective-serv, car, book, action, 0, 0, 40, United-States, <=50
26, malls, 256737, 11th, 7, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
33, ecommerce, 96480, Masters, 14, live, Prof-specialty, bus, book, aventure, 0, 0, 40, Germany, <=50
25, malls, 234263, Bachelors, 13, live, Sales, bus, book, action, 0, 0, 40, United-States, <=50
21, malls, 109952, 10th, 6, DVD, Machine-op-inspct, car, book, action, 0, 0, 50, United-States, <=50
24, malls, 262570, HS-grad, 9, live, Machine-op-inspct, bus, book, action, 0, 0, 40, United-States, <=50
39, markets, 65716, Assoc-acdm, 12, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 40, United-States, >50
68, malls, 201732, Some-college, 10, social_networks, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
66, markets, 174788, Some-college, 10, live, Sales, bus, book, aventure, 0, 0, 20, United-States, <=50
38, malls, 278924, Bachelors, 13, live, Farming-fishing, bus, book, action, 0, 0, 40, United-States, <=50
41, malls, 101593, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
71, ?, 193863, 7th-8th, 4, Widowed, ?, Other-relative, book, aventure, 0, 0, 16, Poland, <=50
37, malls, 342768, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
54, markets, 242606, Masters, 14, DVD, Sales, car, book, action, 4386, 0, 45, United-States, >50
27, shops, 176727, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
49, malls, 99179, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
19, shops, 354104, Some-college, 10, live, Prof-specialty, running, book, action, 0, 0, 10, United-States, <=50
25, malls, 61956, Some-college, 10, live, Transport-moving, bus, book, action, 0, 0, 50, United-States, <=50
47, supermarkets, 137917, Some-college, 10, DVD, Adm-clerical, car, magazine, action, 0, 0, 40, United-States, >50
40, malls, 224658, Some-college, 10, DVD, Sales, Other-relative, book, action, 0, 0, 40, United-States, <=50
38, malls, 51100, Bachelors, 13, social_networks, Exec-managerial, bus, book, action, 3325, 0, 40, United-States, <=50
25, malls, 224361, HS-grad, 9, live, Other-service, bus, book, action, 0, 0, 40, United-States, <=50
25, malls, 362912, Some-college, 10, live, Craft-repair, running, book, aventure, 0, 0, 50, United-States, <=50
23, malls, 218782, 10th, 6, live, Handlers-cleaners, Other-relative, Other, action, 0, 0, 40, United-States, <=50
28, malls, 103389, Masters, 14, social_networks, Sales, running, book, aventure, 0, 0, 40, United-States, <=50
29, malls, 308944, HS-grad, 9, theaters, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
32, malls, 140092, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
34, malls, 202210, HS-grad, 9, live, Other-service, walking, magazine, aventure, 0, 0, 40, United-States, <=50
52, malls, 416059, Bachelors, 13, DVD, Prof-specialty, car, magazine, action, 0, 0, 40, United-States, >50
33, markets, 281030, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 94, United-States, <=50
19, malls, 169758, Some-college, 10, live, Sales, running, book, action, 0, 0, 35, United-States, <=50
68, malls, 193666, Doctorate, 16, DVD, Prof-specialty, car, book, action, 20051, 0, 55, United-States, >50
41, malls, 139907, 10th, 6, live, Handlers-cleaners, walking, book, action, 0, 0, 50, United-States, <=50
18, Self-emp-inc, 119422, HS-grad, 9, live, Other-service, walking, web, aventure, 0, 0, 30, India, <=50
29, malls, 149324, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 1485, 40, United-States, >50
40, malls, 259307, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
51, markets, 74160, Masters, 14, social_networks, Prof-specialty, walking, book, action, 0, 0, 60, United-States, >50
49, malls, 134797, Some-college, 10, social_networks, Adm-clerical, bus, book, action, 0, 0, 40, United-States, <=50
20, shops, 41103, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 20, United-States, <=50
38, ecommerce, 193026, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, >50
57, malls, 303986, 5th-6th, 3, live, Other-service, bus, book, action, 0, 0, 40, Cuba, <=50
35, malls, 126569, Some-college, 10, DVD, Sales, car, book, action, 4064, 0, 40, United-States, <=50
66, malls, 166461, 11th, 7, DVD, Sales, car, book, action, 0, 0, 26, United-States, <=50
27, ?, 61387, Bachelors, 13, DVD, ?, car, book, action, 0, 0, 15, United-States, <=50
25, malls, 254746, Assoc-voc, 11, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
77, ?, 28678, Masters, 14, DVD, ?, car, book, action, 9386, 0, 6, United-States, >50
19, ?, 180976, 10th, 6, live, ?, walking, book, aventure, 0, 0, 35, United-States, <=50
70, malls, 282642, HS-grad, 9, DVD, Handlers-cleaners, car, book, action, 0, 2174, 40, United-States, >50
59, markets, 136413, 7th-8th, 4, DVD, Farming-fishing, car, book, action, 0, 0, 48, United-States, <=50
25, malls, 131463, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
44, ecommerce, 177240, Prof-school, 15, live, Prof-specialty, bus, book, action, 10520, 0, 40, United-States, >50
37, malls, 218490, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 55, El-Salvador, >50
75, ?, 260543, 10th, 6, Widowed, ?, Other-relative, web, aventure, 0, 0, 1, China, <=50
21, ?, 80680, HS-grad, 9, live, ?, bus, book, aventure, 0, 0, 40, United-States, <=50
21, malls, 20728, HS-grad, 9, live, Sales, running, book, aventure, 4101, 0, 40, United-States, <=50
47, supermarkets, 117628, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, >50
20, malls, 91939, HS-grad, 9, live, Adm-clerical, bus, magazine, aventure, 0, 1721, 30, United-States, <=50
32, shops, 175931, HS-grad, 9, DVD, Protective-serv, car, book, action, 0, 0, 40, United-States, <=50
28, malls, 309566, HS-grad, 9, live, Adm-clerical, walking, book, aventure, 0, 0, 20, United-States, <=50
53, malls, 123703, HS-grad, 9, social_networks, Transport-moving, bus, book, action, 0, 0, 40, United-States, <=50
19, ?, 369678, HS-grad, 9, live, ?, bus, Other, action, 0, 0, 30, United-States, <=50
58, malls, 29928, Some-college, 10, DVD, Sales, cycling, book, aventure, 0, 0, 36, United-States, <=50
22, malls, 167868, HS-grad, 9, live, Sales, bus, book, aventure, 0, 0, 30, United-States, <=50
23, malls, 235894, 11th, 7, DVD, Exec-managerial, car, book, action, 0, 0, 55, United-States, <=50
21, malls, 189888, HS-grad, 9, live, Handlers-cleaners, bus, book, action, 3325, 0, 60, United-States, <=50
36, malls, 111545, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 70, United-States, <=50
39, malls, 175972, Some-college, 10, DVD, Other-service, cycling, book, aventure, 0, 0, 15, United-States, <=50
34, ecommerce, 254270, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
41, ecommerce, 185057, Masters, 14, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
72, malls, 157593, Bachelors, 13, DVD, Sales, car, book, action, 1455, 0, 6, United-States, <=50
34, malls, 101345, HS-grad, 9, DVD, Other-service, cycling, book, aventure, 0, 0, 40, United-States, >50
51, ecommerce, 176751, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 1902, 40, United-States, >50
32, markets, 97723, Assoc-voc, 11, live, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
38, malls, 127601, Some-college, 10, Widowed, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, >50
37, malls, 227597, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
21, ?, 143995, Some-college, 10, live, ?, running, magazine, action, 0, 0, 20, United-States, <=50
21, malls, 250051, Some-college, 10, live, Prof-specialty, running, book, aventure, 0, 0, 10, United-States, <=50
26, malls, 284078, Some-college, 10, live, Adm-clerical, bus, book, action, 0, 0, 40, United-States, <=50
34, malls, 207668, Some-college, 10, DVD, Handlers-cleaners, car, book, action, 0, 1887, 40, United-States, >50
18, malls, 163787, Some-college, 10, live, Sales, running, book, aventure, 0, 0, 15, United-States, <=50
27, malls, 119170, 11th, 7, live, Exec-managerial, walking, book, aventure, 0, 0, 45, United-States, <=50
20, malls, 188612, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 38, Nicaragua, <=50
36, malls, 114605, Assoc-voc, 11, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, >50
31, ?, 317761, Bachelors, 13, live, ?, bus, book, action, 0, 0, 40, United-States, <=50
32, malls, 164197, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 60, United-States, >50
54, malls, 329266, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 44, United-States, >50
34, ecommerce, 207383, Masters, 14, Widowed, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
46, malls, 123598, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 48, United-States, >50
33, malls, 259931, 11th, 7, websites, Machine-op-inspct, Other-relative, book, action, 0, 0, 30, United-States, <=50
32, malls, 134737, Bachelors, 13, DVD, Prof-specialty, car, book, action, 99999, 0, 50, United-States, >50
42, malls, 106900, Assoc-voc, 11, live, Tech-support, bus, book, action, 0, 0, 40, United-States, <=50
30, malls, 87054, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, <=50
37, malls, 82622, Some-college, 10, DVD, Other-service, car, book, action, 0, 0, 40, United-States, >50
28, malls, 181659, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
25, malls, 321205, Bachelors, 13, live, Exec-managerial, bus, book, action, 4101, 0, 35, United-States, <=50
44, markets, 231348, Some-college, 10, DVD, Other-service, car, book, action, 0, 0, 40, United-States, >50
40, malls, 276096, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
36, malls, 290560, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 45, United-States, <=50
21, malls, 307315, Some-college, 10, live, Adm-clerical, walking, book, action, 0, 0, 40, United-States, <=50
39, shops, 99156, Doctorate, 16, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, >50
24, malls, 237928, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 0, 39, United-States, <=50
46, malls, 153501, HS-grad, 9, live, Transport-moving, bus, tv, action, 0, 0, 40, United-States, <=50
47, ?, 149700, Bachelors, 13, DVD, ?, car, book, action, 0, 0, 36, United-States, >50
47, malls, 189680, Bachelors, 13, DVD, Sales, car, book, action, 0, 1977, 40, United-States, >50
35, malls, 374524, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 75, United-States, >50
60, markets, 127805, 7th-8th, 4, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, >50
35, malls, 150217, Bachelors, 13, DVD, Other-service, cycling, book, aventure, 0, 0, 24, Poland, <=50
33, malls, 295649, HS-grad, 9, websites, Other-service, walking, book, aventure, 0, 0, 40, China, <=50
21, malls, 197182, Assoc-acdm, 12, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
37, malls, 241998, Bachelors, 13, DVD, Tech-support, car, book, action, 0, 0, 50, United-States, >50
48, supermarkets, 156410, HS-grad, 9, DVD, Adm-clerical, car, magazine, action, 0, 0, 50, United-States, >50
58, malls, 473836, 7th-8th, 4, Widowed, Farming-fishing, Other-relative, book, aventure, 0, 0, 45, Guatemala, <=50
21, malls, 198431, HS-grad, 9, live, Handlers-cleaners, bus, book, aventure, 0, 0, 40, United-States, <=50
22, malls, 113936, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 40, United-States, <=50
22, malls, 318915, HS-grad, 9, live, Other-service, walking, book, aventure, 0, 0, 40, United-States, <=50
28, markets, 175406, Masters, 14, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 30, United-States, >50
33, ?, 193172, Assoc-voc, 11, DVD, ?, running, book, aventure, 7688, 0, 50, United-States, >50
23, supermarkets, 320294, HS-grad, 9, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
58, shops, 400285, HS-grad, 9, DVD, Adm-clerical, car, magazine, action, 0, 0, 40, United-States, >50
24, ?, 283731, Bachelors, 13, live, ?, running, book, action, 0, 0, 40, United-States, <=50
38, ecommerce, 227154, Bachelors, 13, DVD, Craft-repair, car, web, action, 0, 0, 40, Philippines, <=50
49, malls, 298659, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 15, Mexico, <=50
47, malls, 212120, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 45, United-States, >50
50, malls, 320510, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 1902, 40, United-States, >50
21, malls, 175800, HS-grad, 9, live, Prof-specialty, walking, book, aventure, 0, 0, 55, United-States, <=50
55, malls, 170169, HS-grad, 9, websites, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
47, malls, 344157, 11th, 7, social_networks, Handlers-cleaners, bus, book, action, 0, 0, 40, United-States, <=50
19, malls, 199441, HS-grad, 9, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
47, malls, 225456, HS-grad, 9, live, Tech-support, Other-relative, book, action, 0, 0, 50, United-States, <=50
36, malls, 61178, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
28, ecommerce, 175262, Assoc-acdm, 12, DVD, Protective-serv, car, book, action, 0, 2002, 40, England, <=50
42, malls, 152568, HS-grad, 9, Widowed, Sales, walking, tv, aventure, 0, 0, 40, United-States, <=50
41, malls, 182108, Masters, 14, live, Prof-specialty, bus, book, aventure, 27828, 0, 35, United-States, >50
46, malls, 273771, Bachelors, 13, DVD, Sales, car, book, action, 99999, 0, 40, United-States, >50
32, malls, 208291, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 50, United-States, <=50
34, malls, 224358, 10th, 6, live, Other-service, walking, magazine, aventure, 0, 0, 40, United-States, <=50
33, malls, 55176, 7th-8th, 4, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
60, shops, 152711, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
53, malls, 68684, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
24, malls, 185452, Bachelors, 13, live, Tech-support, bus, book, aventure, 0, 0, 50, United-States, <=50
39, supermarkets, 175232, Some-college, 10, DVD, Handlers-cleaners, car, book, action, 0, 1977, 60, United-States, >50
23, malls, 173851, Some-college, 10, live, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
50, malls, 162327, Bachelors, 13, DVD, Adm-clerical, car, book, action, 0, 1902, 50, ?, >50
36, ecommerce, 51424, HS-grad, 9, social_networks, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
19, malls, 123416, 12th, 8, websites, Prof-specialty, running, book, aventure, 1055, 0, 40, United-States, <=50
26, malls, 262656, HS-grad, 9, live, Adm-clerical, running, book, aventure, 0, 0, 40, United-States, <=50
38, malls, 233194, HS-grad, 9, DVD, Sales, car, magazine, action, 0, 0, 40, United-States, >50
41, malls, 290660, Bachelors, 13, DVD, Craft-repair, car, book, action, 7688, 0, 55, United-States, >50
22, malls, 151105, Some-college, 10, live, Sales, Other-relative, book, aventure, 0, 0, 18, United-States, <=50
38, malls, 179117, Assoc-acdm, 12, live, Machine-op-inspct, bus, magazine, aventure, 10520, 0, 50, United-States, >50
72, ?, 33608, Some-college, 10, DVD, ?, car, book, action, 9386, 0, 30, United-States, >50
39, malls, 317434, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
35, shops, 126569, HS-grad, 9, DVD, Craft-repair, car, book, action, 7298, 0, 40, United-States, >50
38, ecommerce, 745768, Some-college, 10, social_networks, Exec-managerial, walking, magazine, aventure, 0, 0, 45, United-States, <=50
19, malls, 69927, HS-grad, 9, DVD, Other-service, cycling, magazine, aventure, 0, 0, 16, United-States, <=50
26, malls, 302603, HS-grad, 9, live, Transport-moving, running, book, action, 0, 0, 45, United-States, <=50
52, malls, 46788, Bachelors, 13, social_networks, Craft-repair, walking, book, action, 0, 0, 25, United-States, <=50
41, malls, 289886, 5th-6th, 3, DVD, Other-service, car, Other, action, 0, 1579, 40, Nicaragua, <=50
45, malls, 179135, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
58, supermarkets, 175873, Some-college, 10, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, >50
34, malls, 57426, Bachelors, 13, live, Sales, bus, book, action, 0, 0, 45, United-States, <=50
36, malls, 312206, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
19, Without-pay, 344858, HS-grad, 9, live, Farming-fishing, running, book, action, 0, 0, 20, United-States, <=50
26, shops, 177035, 11th, 7, social_networks, Other-service, walking, book, aventure, 0, 0, 40, United-States, <=50
60, malls, 88055, 10th, 6, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
35, markets, 111095, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, <=50
39, malls, 192251, 10th, 6, social_networks, Other-service, bus, book, aventure, 0, 0, 60, United-States, <=50
27, malls, 29807, HS-grad, 9, websites, Handlers-cleaners, walking, book, aventure, 0, 0, 40, Japan, <=50
26, supermarkets, 211596, Masters, 14, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
17, malls, 268276, 12th, 8, live, Other-service, running, book, action, 0, 0, 12, United-States, <=50
59, markets, 181070, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 40, England, >50
53, ecommerce, 20676, HS-grad, 9, DVD, Exec-managerial, car, tv, action, 0, 0, 48, United-States, <=50
35, malls, 115803, 11th, 7, social_networks, Transport-moving, bus, book, action, 0, 0, 40, United-States, <=50
34, ecommerce, 124827, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
36, malls, 95336, HS-grad, 9, DVD, Tech-support, car, book, action, 0, 0, 45, United-States, >50
36, malls, 257942, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
21, malls, 72593, HS-grad, 9, live, Other-service, running, book, action, 0, 0, 40, United-States, <=50
29, malls, 147340, Some-college, 10, live, Sales, running, book, aventure, 0, 0, 40, United-States, <=50
35, malls, 185325, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, >50
59, markets, 357943, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
22, malls, 215395, Some-college, 10, live, Other-service, bus, book, action, 0, 1602, 10, United-States, <=50
50, ecommerce, 30682, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, <=50
24, supermarkets, 29591, Bachelors, 13, live, Prof-specialty, bus, Other, aventure, 0, 0, 40, United-States, <=50
36, malls, 215392, Bachelors, 13, social_networks, Tech-support, bus, book, aventure, 0, 0, 40, United-States, <=50
31, malls, 110554, HS-grad, 9, DVD, Machine-op-inspct, cycling, book, aventure, 4386, 0, 40, United-States, >50
42, markets, 133584, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 40, El-Salvador, <=50
38, malls, 210438, 7th-8th, 4, social_networks, Sales, walking, book, aventure, 0, 0, 40, United-States, <=50
52, malls, 256916, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
46, malls, 73541, 10th, 6, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
23, malls, 109952, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 60, United-States, <=50
54, malls, 197975, 5th-6th, 3, DVD, Sales, car, book, action, 0, 0, 51, United-States, <=50
27, malls, 401723, HS-grad, 9, live, Adm-clerical, bus, magazine, aventure, 0, 0, 40, United-States, <=50
42, malls, 179524, Bachelors, 13, websites, Other-service, bus, book, aventure, 0, 0, 50, United-States, <=50
33, shops, 296282, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
19, malls, 145844, Assoc-acdm, 12, live, Exec-managerial, bus, book, aventure, 0, 0, 50, United-States, <=50
59, malls, 191965, 11th, 7, DVD, Other-service, cycling, book, aventure, 3908, 0, 28, United-States, <=50
54, malls, 96792, HS-grad, 9, Widowed, Other-service, walking, book, aventure, 0, 0, 32, United-States, <=50
48, malls, 185041, 7th-8th, 4, DVD, Transport-moving, car, book, action, 0, 1672, 55, United-States, <=50
19, ?, 233779, Some-college, 10, live, ?, running, book, action, 0, 0, 60, United-States, <=50
45, malls, 347834, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
36, malls, 215373, Bachelors, 13, live, Exec-managerial, bus, book, action, 0, 0, 70, United-States, <=50
35, markets, 169426, Assoc-acdm, 12, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
47, malls, 202856, Some-college, 10, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 36, United-States, <=50
33, malls, 50276, Bachelors, 13, live, Exec-managerial, bus, book, action, 0, 0, 40, United-States, <=50
48, markets, 187454, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
42, malls, 126098, HS-grad, 9, websites, Craft-repair, walking, magazine, aventure, 0, 0, 40, United-States, <=50
19, malls, 250639, Some-college, 10, live, Other-service, running, book, action, 0, 0, 24, United-States, <=50
64, Self-emp-inc, 195366, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
51, markets, 186845, Bachelors, 13, DVD, Farming-fishing, car, book, action, 0, 0, 8, United-States, <=50
20, supermarkets, 119156, HS-grad, 9, live, Adm-clerical, Other-relative, book, action, 0, 0, 20, United-States, <=50
28, malls, 162343, HS-grad, 9, live, Other-service, bus, book, action, 0, 0, 40, Puerto-Rico, <=50
52, malls, 108435, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 1902, 50, Greece, >50
29, markets, 394927, Some-college, 10, live, Craft-repair, bus, book, action, 0, 0, 45, United-States, <=50
51, malls, 172281, Bachelors, 13, websites, Sales, bus, book, action, 0, 0, 40, United-States, <=50
36, malls, 370767, HS-grad, 9, DVD, Prof-specialty, car, book, action, 0, 2377, 60, United-States, <=50
43, malls, 352005, Bachelors, 13, DVD, Sales, car, book, action, 15024, 0, 45, United-States, >50
52, malls, 165681, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
50, malls, 258819, HS-grad, 9, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, >50
25, malls, 130793, Some-college, 10, social_networks, Other-service, bus, book, action, 0, 0, 30, United-States, <=50
36, malls, 118909, Assoc-acdm, 12, live, Adm-clerical, walking, magazine, aventure, 0, 0, 40, Jamaica, <=50
44, malls, 202466, Some-college, 10, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 60, United-States, <=50
47, malls, 161558, 10th, 6, theaters, Transport-moving, bus, magazine, action, 0, 0, 45, United-States, <=50
32, malls, 188246, HS-grad, 9, social_networks, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
37, malls, 160120, Masters, 14, live, Prof-specialty, walking, web, action, 0, 0, 40, South, <=50
40, malls, 144594, HS-grad, 9, DVD, Adm-clerical, car, book, action, 2829, 0, 40, United-States, <=50
34, markets, 123429, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 60, United-States, <=50
35, Self-emp-inc, 340110, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 50, United-States, >50
26, malls, 523067, Some-college, 10, live, Prof-specialty, running, book, action, 0, 0, 3, El-Salvador, <=50
49, markets, 113513, Bachelors, 13, DVD, Farming-fishing, car, book, action, 0, 0, 50, United-States, <=50
63, ?, 186809, Bachelors, 13, DVD, ?, car, book, action, 0, 0, 30, United-States, >50
46, markets, 320421, Bachelors, 13, theaters, Prof-specialty, bus, book, action, 0, 0, 25, United-States, <=50
31, ecommerce, 295589, Some-college, 10, live, Adm-clerical, running, magazine, action, 0, 0, 40, United-States, <=50
22, malls, 370548, Assoc-voc, 11, live, Craft-repair, bus, book, action, 0, 0, 30, United-States, <=50
20, malls, 120572, Some-college, 10, live, Other-service, bus, book, aventure, 0, 0, 12, United-States, <=50
52, malls, 110977, Doctorate, 16, live, Exec-managerial, bus, book, action, 0, 0, 40, United-States, >50
26, malls, 55860, Some-college, 10, live, Adm-clerical, bus, magazine, aventure, 0, 0, 40, United-States, <=50
34, malls, 158800, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
31, malls, 131568, 9th, 5, live, Machine-op-inspct, bus, book, action, 0, 0, 40, United-States, <=50
46, malls, 173613, HS-grad, 9, social_networks, Sales, walking, book, aventure, 0, 0, 30, United-States, <=50
22, malls, 216867, 7th-8th, 4, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, Mexico, <=50
38, malls, 104089, Assoc-voc, 11, live, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
35, malls, 208106, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 40, Ecuador, <=50
27, shops, 340269, Some-college, 10, live, Protective-serv, bus, book, action, 0, 0, 40, United-States, <=50
27, malls, 236246, Assoc-acdm, 12, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
46, malls, 213408, Some-college, 10, social_networks, Sales, walking, book, aventure, 0, 0, 40, Cuba, <=50
40, ?, 84232, HS-grad, 9, live, ?, bus, book, aventure, 0, 0, 4, United-States, <=50
19, malls, 302945, Some-college, 10, live, Adm-clerical, running, book, action, 0, 0, 10, Thailand, <=50
69, ?, 28197, HS-grad, 9, DVD, ?, car, book, action, 0, 0, 60, United-States, >50
20, malls, 262749, Some-college, 10, live, Other-service, running, book, action, 0, 0, 35, United-States, <=50
34, supermarkets, 198265, Bachelors, 13, DVD, Protective-serv, car, book, action, 0, 0, 60, United-States, <=50
49, malls, 170871, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 45, United-States, >50
27, malls, 177761, Some-college, 10, DVD, Farming-fishing, car, Other, action, 0, 0, 50, United-States, <=50
